selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
95000,70000,Diesel,Individual,Manual,First Owner,9
3050000,30000,Diesel,Individual,Automatic,First Owner,3
585000,43608,Petrol,Trustmark Dealer,Manual,First Owner,3
825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner,2
280000,52000,Diesel,Dealer,Manual,First Owner,7
725000,49217,Petrol,Trustmark Dealer,Manual,First Owner,4
300000,90000,Diesel,Individual,Manual,First Owner,5
375000,70000,Petrol,Individual,Manual,First Owner,5
310000,90000,Petrol,Individual,Manual,Fourth & Above Owner,17
375000,190000,Diesel,Individual,Manual,Third Owner,9
1950000,106000,Diesel,Individual,Automatic,First Owner,4
400000,80000,Diesel,Individual,Manual,Second Owner,8
550000,80000,Diesel,Individual,Manual,Second Owner,6
270000,20000,Petrol,Individual,Manual,First Owner,2
555000,110000,Diesel,Individual,Manual,Second Owner,8
500000,60000,Diesel,Individual,Manual,Second Owner,7
400000,130000,Diesel,Individual,Automatic,Second Owner,10
280000,28838,Petrol,Individual,Manual,First Owner,3
80000,200000,Petrol,Individual,Manual,First Owner,12
55000,100000,Diesel,Individual,Manual,First Owner,14
250000,50000,Petrol,Individual,Manual,First Owner,6
250000,190000,Diesel,Individual,Manual,Fourth & Above Owner,10
95000,100000,Diesel,Individual,Manual,Second Owner,13
725000,135000,Diesel,Individual,Manual,Second Owner,6
320000,50000,Diesel,Individual,Manual,Third Owner,5
1200000,135000,Diesel,Individual,Automatic,Third Owner,6
160000,50000,Diesel,Individual,Manual,First Owner,8
790000,19571,Diesel,Dealer,Manual,First Owner,2
1200000,29600,Petrol,Dealer,Manual,First Owner,2
175000,70000,Petrol,Individual,Manual,First Owner,9
950000,15000,Diesel,Individual,Automatic,First Owner,2
340000,50000,Petrol,Individual,Manual,First Owner,1
825000,13500,Diesel,Individual,Manual,First Owner,3
3100000,22000,Petrol,Individual,Automatic,First Owner,2
780000,25000,Diesel,Dealer,Manual,First Owner,2
350000,80000,Petrol,Individual,Automatic,Third Owner,10
690000,39000,Petrol,Dealer,Manual,First Owner,2
245000,60000,Petrol,Individual,Manual,First Owner,4
790000,49000,Diesel,Dealer,Manual,First Owner,2
680000,48600,Petrol,Dealer,Manual,First Owner,2
540000,20000,Petrol,Individual,Manual,Second Owner,3
425000,25000,Petrol,Individual,Manual,First Owner,4
140000,120000,Petrol,Individual,Manual,First Owner,12
1100000,30000,Diesel,Individual,Manual,First Owner,1
715000,35000,Diesel,Individual,Manual,First Owner,5
1750000,127643,Diesel,Dealer,Automatic,First Owner,5
400000,54000,Petrol,Dealer,Manual,Second Owner,2
1750000,102354,Diesel,Dealer,Automatic,First Owner,6
1850000,62237,Petrol,Dealer,Automatic,First Owner,6
114999,90000,Petrol,Dealer,Manual,Second Owner,15
950000,21394,Diesel,Dealer,Manual,First Owner,2
310000,32686,Petrol,Dealer,Manual,First Owner,5
575000,1001,Diesel,Dealer,Manual,First Owner,14
490000,22000,Diesel,Dealer,Manual,First Owner,3
480000,53261,Petrol,Dealer,Manual,First Owner,3
3500000,53000,Diesel,Dealer,Automatic,First Owner,4
370000,10000,Petrol,Dealer,Manual,First Owner,2
835000,14000,Diesel,Dealer,Manual,First Owner,3
650000,44000,Petrol,Dealer,Manual,First Owner,3
670000,39895,Diesel,Dealer,Manual,First Owner,6
950000,73000,Diesel,Dealer,Automatic,First Owner,3
690000,17000,Petrol,Dealer,Manual,First Owner,6
670000,18591,Petrol,Dealer,Manual,First Owner,3
925000,26766,Diesel,Dealer,Manual,First Owner,3
250000,30000,Petrol,Individual,Manual,First Owner,5
509999,42000,Diesel,Individual,Manual,First Owner,4
520000,110000,Diesel,Individual,Manual,First Owner,6
100000,100000,Diesel,Individual,Manual,First Owner,15
85000,300000,Diesel,Individual,Manual,Second Owner,14
130000,110000,Diesel,Individual,Manual,Third Owner,11
950000,27620,Diesel,Dealer,Manual,First Owner,2
450000,70000,Petrol,Individual,Manual,First Owner,5
320000,50000,Petrol,Individual,Manual,Second Owner,8
480000,50000,Diesel,Individual,Manual,First Owner,5
2490000,46000,Diesel,Individual,Automatic,First Owner,6
790000,82000,Diesel,Individual,Manual,First Owner,8
120000,120000,Petrol,Individual,Manual,First Owner,4
75000,80000,Petrol,Individual,Manual,Third Owner,14
99000,70000,Petrol,Individual,Manual,First Owner,10
1015000,20000,Diesel,Individual,Manual,First Owner,2
250000,200000,Diesel,Individual,Manual,Second Owner,7
520000,120000,Diesel,Individual,Manual,First Owner,9
1100000,30000,Diesel,Individual,Automatic,First Owner,2
200000,223000,Diesel,Individual,Manual,First Owner,15
525000,60000,Diesel,Individual,Manual,First Owner,4
500000,40000,Petrol,Individual,Manual,First Owner,4
675000,161327,Diesel,Individual,Manual,First Owner,4
150000,60000,Petrol,Individual,Manual,Third Owner,11
250000,50000,Diesel,Individual,Manual,First Owner,13
450000,6000,Petrol,Individual,Manual,First Owner,2
150000,68000,Petrol,Individual,Manual,Second Owner,11
200000,85000,Diesel,Individual,Manual,First Owner,8
525000,70000,Diesel,Individual,Automatic,First Owner,9
60000,35000,Petrol,Individual,Manual,Second Owner,21
180000,100000,Diesel,Individual,Manual,Second Owner,10
475000,110000,Diesel,Individual,Manual,First Owner,5
380000,195000,Diesel,Individual,Automatic,Second Owner,10
285000,46000,Petrol,Individual,Manual,Second Owner,5
91200,60000,Petrol,Individual,Manual,Second Owner,12
400000,42000,Diesel,Individual,Manual,First Owner,5
160000,90000,Petrol,Individual,Automatic,Second Owner,14
650000,85000,Diesel,Individual,Manual,Second Owner,8
409999,120000,Diesel,Individual,Manual,Third Owner,8
425000,72000,Diesel,Individual,Manual,First Owner,7
250000,71000,CNG,Individual,Manual,Second Owner,7
200000,110000,Petrol,Individual,Manual,Fourth & Above Owner,11
130000,144000,Diesel,Individual,Manual,Fourth & Above Owner,10
260000,30000,Petrol,Dealer,Manual,First Owner,3
155000,65000,Petrol,Dealer,Manual,First Owner,13
450000,38000,Diesel,Individual,Manual,First Owner,5
220000,90000,Petrol,Individual,Manual,Second Owner,8
650000,37000,Diesel,Dealer,Manual,First Owner,2
285000,30000,Petrol,Dealer,Manual,First Owner,2
725000,26000,Petrol,Dealer,Automatic,First Owner,2
625000,30000,Petrol,Dealer,Manual,First Owner,4
550000,23000,Petrol,Dealer,Manual,First Owner,4
240000,40000,Petrol,Dealer,Manual,First Owner,8
600000,27000,Diesel,Dealer,Manual,First Owner,6
350000,65000,Diesel,Dealer,Manual,First Owner,8
245000,32000,Petrol,Dealer,Manual,First Owner,5
600000,56000,Diesel,Dealer,Manual,First Owner,4
2400000,30000,Diesel,Individual,Automatic,First Owner,3
620000,80000,Diesel,Dealer,Manual,First Owner,6
395000,52000,Petrol,Dealer,Manual,Second Owner,6
635000,13250,Petrol,Dealer,Manual,First Owner,6
180000,36000,Petrol,Dealer,Manual,First Owner,9
484999,73000,Diesel,Dealer,Manual,Second Owner,5
110000,60000,Petrol,Individual,Manual,First Owner,16
150000,60000,Petrol,Individual,Manual,Second Owner,14
400000,110000,Diesel,Individual,Manual,First Owner,8
200000,70000,Diesel,Individual,Manual,Second Owner,8
302000,60000,Diesel,Individual,Manual,Second Owner,7
215000,90000,Diesel,Individual,Manual,Fourth & Above Owner,9
155000,80000,Petrol,Individual,Manual,Second Owner,16
1000000,101000,Diesel,Individual,Manual,Second Owner,6
550000,44000,Diesel,Individual,Manual,First Owner,2
200000,45000,Petrol,Individual,Manual,First Owner,14
750000,120000,Diesel,Individual,Manual,First Owner,3
90000,90000,Petrol,Individual,Manual,Second Owner,15
80000,120000,Petrol,Individual,Manual,Second Owner,13
229999,13500,Petrol,Individual,Manual,First Owner,7
350000,10000,Petrol,Individual,Manual,First Owner,3
325000,25000,Petrol,Individual,Manual,Third Owner,5
450000,8500,Petrol,Individual,Manual,First Owner,2
250000,120000,Diesel,Individual,Manual,First Owner,8
225000,120000,Diesel,Individual,Manual,First Owner,8
150000,90246,Petrol,Individual,Manual,Third Owner,11
110000,90000,Petrol,Individual,Manual,Second Owner,12
150000,40000,Petrol,Individual,Manual,Second Owner,10
165000,60000,Petrol,Individual,Manual,Fourth & Above Owner,20
610000,32000,Diesel,Individual,Manual,Second Owner,3
170000,60400,Diesel,Individual,Manual,First Owner,7
150000,70950,Diesel,Individual,Manual,Second Owner,12
375000,72000,Diesel,Individual,Manual,First Owner,5
390000,90000,Diesel,Individual,Manual,First Owner,7
600000,10000,Petrol,Individual,Manual,First Owner,3
204999,25000,Petrol,Individual,Manual,Second Owner,6
270000,80000,Diesel,Individual,Manual,Second Owner,11
375000,10000,Petrol,Individual,Manual,First Owner,3
700000,1100,Petrol,Individual,Manual,First Owner,0
455000,40000,Petrol,Individual,Manual,First Owner,3
375000,10000,Petrol,Individual,Manual,First Owner,3
341000,31491,Petrol,Individual,Manual,First Owner,6
200000,107143,Diesel,Individual,Manual,Second Owner,6
450000,15000,Petrol,Individual,Automatic,First Owner,3
170000,50000,Petrol,Individual,Manual,Second Owner,8
1900000,100000,Diesel,Individual,Manual,First Owner,3
500000,60000,Diesel,Individual,Manual,First Owner,4
819999,85000,Diesel,Individual,Manual,First Owner,4
351000,40000,Petrol,Individual,Manual,Second Owner,6
195000,80000,Petrol,Individual,Manual,Second Owner,9
250000,82000,Diesel,Individual,Manual,Second Owner,12
120000,70000,Petrol,Individual,Manual,Second Owner,12
180000,70000,Petrol,Individual,Manual,Third Owner,11
430000,20000,Diesel,Individual,Manual,First Owner,4
75000,35000,Petrol,Individual,Manual,Second Owner,8
750000,80000,Diesel,Individual,Manual,First Owner,3
60000,40000,Petrol,Individual,Manual,First Owner,9
1500000,46412,Diesel,Individual,Manual,First Owner,5
390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,9
630000,50000,Diesel,Individual,Manual,First Owner,4
1085000,15000,Diesel,Individual,Manual,First Owner,2
190000,60000,Petrol,Individual,Manual,Second Owner,8
550000,25000,Petrol,Individual,Automatic,First Owner,2
200000,90000,Petrol,Individual,Manual,Third Owner,8
165000,60000,Petrol,Individual,Manual,First Owner,9
260000,65000,Diesel,Individual,Manual,First Owner,7
151000,40000,Petrol,Individual,Manual,First Owner,9
780000,50000,Diesel,Individual,Manual,First Owner,2
175000,80000,Diesel,Individual,Manual,Third Owner,8
170000,107500,Diesel,Dealer,Manual,First Owner,10
210000,135000,Diesel,Dealer,Manual,Second Owner,7
90000,43826,Petrol,Dealer,Manual,Second Owner,13
535000,55838,Petrol,Dealer,Manual,First Owner,4
195000,112880,Diesel,Dealer,Manual,First Owner,13
140000,90000,Diesel,Individual,Manual,Third Owner,9
350000,40000,Petrol,Individual,Manual,First Owner,8
425000,66000,Petrol,Individual,Manual,First Owner,7
300000,30300,Petrol,Individual,Manual,First Owner,3
340000,85000,Diesel,Individual,Manual,Second Owner,7
250000,80659,Petrol,Dealer,Manual,First Owner,11
170000,81324,Petrol,Dealer,Manual,First Owner,12
315000,127884,Diesel,Dealer,Manual,First Owner,7
200000,50000,Petrol,Individual,Manual,First Owner,5
300000,25000,Petrol,Individual,Manual,First Owner,4
300000,66755,Diesel,Dealer,Manual,First Owner,5
380000,123084,Petrol,Dealer,Manual,First Owner,7
250000,806599,Petrol,Dealer,Manual,First Owner,11
310000,95851,Diesel,Dealer,Manual,First Owner,7
260000,50000,Petrol,Individual,Manual,First Owner,10
150000,50000,Petrol,Individual,Manual,Second Owner,12
85000,60000,Petrol,Individual,Manual,Second Owner,14
280000,15000,Petrol,Individual,Manual,Second Owner,5
850000,40000,Diesel,Individual,Manual,First Owner,4
375000,20000,Petrol,Individual,Manual,Second Owner,3
125000,120000,Diesel,Individual,Manual,Third Owner,14
250000,110000,Diesel,Individual,Manual,First Owner,8
715000,234000,Diesel,Individual,Manual,First Owner,6
220000,70000,Diesel,Individual,Manual,First Owner,9
110000,110000,Diesel,Individual,Manual,Second Owner,10
150000,84000,Petrol,Individual,Manual,Second Owner,13
300000,170000,Diesel,Individual,Manual,First Owner,8
220000,40000,Petrol,Individual,Manual,First Owner,3
75000,96000,Petrol,Individual,Manual,Second Owner,14
100000,20000,Diesel,Individual,Manual,First Owner,11
380000,15000,Petrol,Individual,Manual,First Owner,4
100000,50000,Petrol,Individual,Manual,First Owner,13
480000,80000,Petrol,Individual,Manual,Second Owner,10
300000,124000,Diesel,Individual,Manual,First Owner,8
190000,70000,Diesel,Individual,Manual,First Owner,7
190000,130000,Diesel,Individual,Manual,Second Owner,8
650000,19014,Petrol,Dealer,Manual,First Owner,3
300000,23262,Petrol,Dealer,Manual,First Owner,11
700000,29600,Diesel,Dealer,Manual,First Owner,4
310000,35925,Petrol,Dealer,Manual,First Owner,5
500000,12000,Petrol,Individual,Manual,First Owner,2
415000,40771,Petrol,Dealer,Manual,First Owner,7
395000,30500,Petrol,Dealer,Automatic,Second Owner,5
430000,42000,Petrol,Dealer,Manual,Second Owner,6
215000,55800,Petrol,Dealer,Manual,Second Owner,13
550000,66569,Diesel,Dealer,Manual,First Owner,6
415000,81358,Diesel,Dealer,Manual,First Owner,6
450000,82695,Diesel,Dealer,Manual,First Owner,5
285000,68293,Diesel,Dealer,Manual,Second Owner,6
580000,32000,Petrol,Dealer,Automatic,First Owner,4
300000,190621,Diesel,Dealer,Manual,First Owner,6
1200000,60000,Diesel,Individual,Manual,First Owner,2
78000,64700,Petrol,Individual,Manual,First Owner,14
400000,88470,Diesel,Individual,Manual,First Owner,4
850000,75000,Diesel,Individual,Manual,First Owner,4
450000,120000,Diesel,Individual,Manual,Second Owner,7
2500000,35000,Diesel,Individual,Automatic,First Owner,8
780000,70000,Diesel,Individual,Manual,First Owner,3
3200000,57000,Diesel,Individual,Automatic,First Owner,3
350000,1000,Petrol,Individual,Manual,First Owner,0
285000,120000,Diesel,Individual,Manual,Second Owner,7
525000,98000,Diesel,Dealer,Manual,First Owner,5
550000,90000,Diesel,Dealer,Manual,Second Owner,6
580000,70000,Diesel,Individual,Manual,First Owner,2
75000,25000,Petrol,Individual,Manual,Third Owner,7
185000,60000,Diesel,Individual,Manual,Third Owner,11
110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,13
180000,200000,Petrol,Individual,Manual,Second Owner,16
350000,110000,Diesel,Individual,Manual,Second Owner,10
60000,126000,Petrol,Individual,Manual,Second Owner,15
695000,70000,Diesel,Individual,Manual,First Owner,2
2700000,5000,Diesel,Individual,Automatic,First Owner,1
135000,74183,Petrol,Individual,Manual,Second Owner,13
640000,70000,Diesel,Individual,Manual,Second Owner,5
160000,90000,Petrol,Individual,Manual,First Owner,6
80000,46000,Petrol,Individual,Manual,Second Owner,16
340000,110000,Diesel,Individual,Manual,Second Owner,7
110000,80000,Diesel,Individual,Manual,Second Owner,8
250000,90000,Diesel,Individual,Manual,Second Owner,7
1300000,70000,Diesel,Individual,Manual,First Owner,3
250000,1,Diesel,Individual,Manual,Second Owner,6
450000,192000,Diesel,Individual,Manual,First Owner,11
240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,7
225000,120000,Diesel,Individual,Manual,Second Owner,13
275000,60000,Petrol,Individual,Manual,Second Owner,5
320000,120000,Diesel,Individual,Manual,Second Owner,8
75000,120000,Petrol,Individual,Manual,First Owner,12
85000,50000,Petrol,Individual,Manual,Second Owner,13
90000,120000,Diesel,Individual,Manual,First Owner,11
85000,80000,Petrol,Individual,Manual,Second Owner,13
350000,80000,Diesel,Individual,Manual,Second Owner,12
355000,100000,Diesel,Individual,Automatic,Second Owner,11
619000,1500,Petrol,Individual,Manual,First Owner,0
1700000,50000,Diesel,Individual,Manual,First Owner,2
55000,100000,Diesel,Individual,Manual,Second Owner,14
95000,83411,Petrol,Individual,Manual,First Owner,14
300000,120000,Diesel,Individual,Manual,Second Owner,9
81000,83411,Petrol,Individual,Manual,First Owner,14
1000000,80000,Diesel,Individual,Automatic,Second Owner,5
925000,50000,Diesel,Individual,Manual,First Owner,1
450000,40000,Diesel,Individual,Manual,First Owner,5
600000,13270,Diesel,Individual,Manual,First Owner,6
85000,100000,Petrol,Individual,Automatic,Third Owner,14
700000,50000,Diesel,Individual,Manual,First Owner,4
486000,26500,Petrol,Individual,Manual,First Owner,3
400000,90000,Diesel,Individual,Manual,First Owner,7
120000,100000,Petrol,Individual,Manual,Third Owner,12
275000,35000,Petrol,Individual,Manual,First Owner,2
580000,57000,Diesel,Individual,Manual,First Owner,4
375000,70000,Petrol,Individual,Manual,First Owner,5
229999,100000,Petrol,Individual,Manual,Third Owner,5
110000,88000,Petrol,Individual,Manual,Second Owner,10
600000,60000,Diesel,Individual,Manual,First Owner,3
120000,76000,Petrol,Individual,Manual,Second Owner,11
200000,100000,Diesel,Individual,Manual,Second Owner,10
450000,110000,Diesel,Individual,Manual,Second Owner,8
550000,80000,Diesel,Individual,Manual,Second Owner,8
220000,80000,Petrol,Individual,Manual,Second Owner,8
40000,30000,Petrol,Individual,Manual,First Owner,19
300000,20000,Petrol,Individual,Automatic,First Owner,3
630000,40000,Diesel,Individual,Manual,First Owner,2
610000,40000,Diesel,Individual,Manual,Second Owner,3
660000,7000,Petrol,Individual,Manual,Second Owner,1
220000,80000,LPG,Individual,Manual,Second Owner,8
138000,90000,Diesel,Individual,Manual,Second Owner,9
210000,13770,Diesel,Individual,Manual,First Owner,7
125000,34000,Petrol,Dealer,Manual,First Owner,15
125000,102000,Petrol,Dealer,Manual,First Owner,12
725000,110000,Diesel,Individual,Manual,First Owner,6
170000,90000,Petrol,Individual,Manual,Second Owner,9
1200000,70000,Diesel,Individual,Manual,Third Owner,5
70000,90000,Petrol,Individual,Manual,Second Owner,17
100000,70000,Petrol,Individual,Manual,Second Owner,13
300000,80000,Petrol,Individual,Manual,Second Owner,14
450000,100000,Diesel,Individual,Manual,Second Owner,7
530000,100000,Diesel,Individual,Manual,First Owner,5
100000,143000,Petrol,Individual,Manual,Third Owner,13
350000,115000,Petrol,Individual,Manual,Second Owner,10
165000,100000,Diesel,Individual,Manual,Second Owner,9
475000,120000,Diesel,Individual,Manual,Second Owner,1
350000,42000,Diesel,Individual,Manual,First Owner,7
229999,38000,Petrol,Individual,Manual,First Owner,4
800000,35000,Diesel,Individual,Manual,First Owner,2
475000,120000,Diesel,Individual,Manual,Second Owner,6
425000,136906,Diesel,Individual,Manual,First Owner,6
660000,97000,Diesel,Individual,Manual,Second Owner,5
610000,10000,Petrol,Individual,Automatic,First Owner,1
240000,50000,Petrol,Individual,Manual,Third Owner,7
70000,60000,Petrol,Individual,Manual,Second Owner,15
550000,120000,Diesel,Individual,Manual,First Owner,9
100000,120000,Petrol,Individual,Manual,Second Owner,10
350000,90000,Diesel,Individual,Manual,Second Owner,10
200000,120000,Petrol,Individual,Manual,First Owner,7
720000,3000,Petrol,Individual,Automatic,First Owner,1
350000,133000,Diesel,Individual,Manual,First Owner,6
400000,25000,Petrol,Individual,Manual,First Owner,4
570000,35000,Petrol,Individual,Manual,First Owner,3
130000,70000,Petrol,Individual,Manual,First Owner,5
210000,52000,Petrol,Individual,Manual,First Owner,4
800000,52000,Diesel,Individual,Manual,First Owner,2
700000,39000,Diesel,Individual,Manual,First Owner,3
200000,28689,Diesel,Individual,Manual,First Owner,9
495000,90000,Diesel,Individual,Manual,Second Owner,6
325000,80322,Diesel,Dealer,Manual,First Owner,6
650000,8000,Petrol,Individual,Manual,First Owner,1
155000,50000,Diesel,Individual,Manual,Second Owner,20
75000,90000,Petrol,Individual,Manual,Second Owner,13
350000,61658,Diesel,Dealer,Manual,First Owner,5
90000,50000,Petrol,Individual,Manual,Third Owner,10
600000,80000,Diesel,Individual,Manual,First Owner,4
400000,185000,Diesel,Individual,Manual,First Owner,10
370000,57000,Diesel,Individual,Manual,Second Owner,6
50000,60000,Petrol,Individual,Manual,First Owner,20
125000,120000,Petrol,Individual,Manual,Second Owner,16
1800000,26000,Diesel,Individual,Automatic,First Owner,2
650000,20000,Petrol,Individual,Automatic,First Owner,1
800000,30600,Petrol,Individual,Automatic,First Owner,3
802000,5000,Petrol,Individual,Manual,First Owner,0
2300000,35000,Diesel,Individual,Automatic,Third Owner,5
430000,35000,Diesel,Individual,Manual,First Owner,4
650000,23000,Petrol,Individual,Manual,First Owner,3
170000,120000,Diesel,Individual,Manual,First Owner,16
450000,235000,Diesel,Individual,Automatic,First Owner,9
250000,87000,Petrol,Individual,Manual,First Owner,7
550000,72000,Petrol,Individual,Manual,Second Owner,6
2000000,64000,Diesel,Individual,Automatic,Second Owner,7
140000,100000,Petrol,Individual,Manual,Second Owner,13
155000,12000,Petrol,Individual,Manual,First Owner,8
120000,67000,Petrol,Individual,Manual,Third Owner,10
287000,70000,Diesel,Individual,Manual,First Owner,8
675000,60000,Diesel,Individual,Manual,First Owner,4
235000,74500,Petrol,Individual,Manual,Second Owner,9
300000,118700,Diesel,Individual,Manual,Second Owner,9
434999,40000,Petrol,Individual,Automatic,Second Owner,5
225000,223660,Diesel,Individual,Automatic,Third Owner,16
160000,140000,Petrol,Individual,Manual,Second Owner,14
600000,5000,Petrol,Individual,Manual,First Owner,0
470000,100000,Diesel,Individual,Manual,Second Owner,4
300000,100000,Petrol,Individual,Manual,Second Owner,9
600000,2000,Petrol,Individual,Manual,First Owner,2
640000,4000,Petrol,Individual,Automatic,First Owner,0
50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,14
600000,35000,Petrol,Individual,Manual,First Owner,5
290000,29000,LPG,Individual,Manual,First Owner,6
600000,30000,Petrol,Individual,Manual,First Owner,5
190000,120000,Diesel,Individual,Manual,First Owner,8
160000,110000,Petrol,Individual,Manual,Third Owner,12
325000,15000,Petrol,Individual,Manual,First Owner,3
200000,73756,Diesel,Individual,Manual,First Owner,14
2800000,40000,Diesel,Individual,Automatic,First Owner,2
125000,60000,Petrol,Individual,Manual,Third Owner,9
155000,60000,Petrol,Individual,Manual,Fourth & Above Owner,12
550000,90000,Diesel,Individual,Manual,First Owner,5
130000,70000,Petrol,Individual,Manual,Fourth & Above Owner,11
80000,70000,Petrol,Individual,Manual,Second Owner,18
500000,80000,Diesel,Individual,Manual,Second Owner,5
250000,27000,Petrol,Individual,Manual,First Owner,1
580000,70000,Diesel,Individual,Manual,First Owner,8
60000,50000,Petrol,Individual,Manual,First Owner,18
300000,185000,Diesel,Individual,Manual,First Owner,8
200000,90000,Diesel,Individual,Manual,Second Owner,6
1200000,16400,Diesel,Individual,Manual,First Owner,3
350000,80000,Diesel,Individual,Manual,Second Owner,5
600000,80000,Diesel,Individual,Manual,Second Owner,8
650000,4000,Petrol,Individual,Manual,First Owner,1
120000,40000,Petrol,Individual,Manual,First Owner,12
180000,120000,Diesel,Individual,Manual,Second Owner,10
950000,41395,Petrol,Individual,Automatic,First Owner,2
250999,35000,Diesel,Individual,Manual,Second Owner,8
1250000,47000,Diesel,Dealer,Automatic,Second Owner,11
165000,50000,Petrol,Individual,Manual,First Owner,7
700000,48000,Petrol,Dealer,Manual,First Owner,5
750000,53000,Diesel,Dealer,Manual,First Owner,5
290000,15000,Petrol,Dealer,Automatic,First Owner,2
45000,7000,Petrol,Individual,Manual,Second Owner,6
675000,88000,Diesel,Dealer,Automatic,First Owner,7
530000,55000,Diesel,Dealer,Manual,First Owner,5
1485000,48000,Diesel,Dealer,Automatic,First Owner,6
325000,71014,Diesel,Dealer,Manual,First Owner,6
400000,60000,Diesel,Dealer,Manual,First Owner,5
380000,71000,Diesel,Dealer,Manual,First Owner,3
750000,45000,Petrol,Dealer,Automatic,First Owner,4
390000,45000,Petrol,Dealer,Manual,First Owner,3
1825000,14000,Diesel,Dealer,Manual,First Owner,1
3256000,17000,Diesel,Dealer,Automatic,First Owner,1
370000,60000,Diesel,Dealer,Manual,First Owner,5
210000,80000,Diesel,Individual,Manual,Second Owner,7
175000,181000,Diesel,Individual,Manual,Fourth & Above Owner,13
575000,89550,Diesel,Individual,Manual,Second Owner,8
320000,90000,Diesel,Individual,Manual,Third Owner,10
280000,149500,Diesel,Individual,Manual,Third Owner,10
500000,190000,Diesel,Individual,Manual,Second Owner,7
380000,83000,Diesel,Dealer,Manual,First Owner,7
120000,20000,Petrol,Individual,Manual,Second Owner,15
395000,20000,Petrol,Individual,Manual,First Owner,2
360000,160000,Diesel,Individual,Manual,First Owner,10
451000,100000,Diesel,Individual,Manual,First Owner,5
175000,45000,Petrol,Individual,Manual,Second Owner,10
170000,44800,Petrol,Individual,Manual,Second Owner,11
100000,40000,Petrol,Individual,Manual,Second Owner,14
150000,120000,Petrol,Individual,Manual,Third Owner,6
149000,10000,Diesel,Individual,Manual,Second Owner,9
160000,80000,Diesel,Individual,Manual,Second Owner,9
800000,156000,Diesel,Individual,Manual,First Owner,6
819999,120000,Diesel,Individual,Manual,Second Owner,10
163000,100000,Petrol,Individual,Manual,Second Owner,13
350000,100000,Diesel,Individual,Manual,Second Owner,19
75000,100000,Petrol,Individual,Manual,Second Owner,14
180000,60000,Petrol,Individual,Manual,Second Owner,8
675000,30000,Diesel,Individual,Manual,First Owner,3
400000,170000,Diesel,Individual,Manual,First Owner,7
434999,100000,Diesel,Individual,Manual,Second Owner,7
100000,110000,Petrol,Individual,Manual,Second Owner,14
419000,170000,Diesel,Individual,Manual,Second Owner,5
200000,100000,Petrol,Individual,Manual,First Owner,11
400000,35000,Diesel,Individual,Manual,First Owner,6
790000,40000,Diesel,Individual,Manual,Second Owner,2
500000,90000,Diesel,Individual,Manual,Second Owner,5
275000,120000,Diesel,Individual,Manual,Second Owner,8
450000,120000,Diesel,Individual,Manual,Second Owner,8
360000,33000,Petrol,Dealer,Manual,First Owner,4
210000,25000,Petrol,Individual,Manual,First Owner,10
220000,66000,Petrol,Dealer,Manual,First Owner,6
250000,48000,Petrol,Individual,Manual,First Owner,11
990000,146000,Diesel,Dealer,Manual,First Owner,4
220000,100000,Diesel,Individual,Manual,Fourth & Above Owner,7
1800000,50000,Diesel,Individual,Automatic,Second Owner,8
530000,50000,Petrol,Individual,Manual,First Owner,6
575000,50000,Diesel,Individual,Manual,First Owner,4
400000,99000,Diesel,Dealer,Manual,First Owner,8
680000,50000,Diesel,Individual,Manual,First Owner,4
1000000,80000,Diesel,Individual,Automatic,First Owner,6
260000,45000,Petrol,Individual,Manual,Second Owner,4
150000,50000,Petrol,Individual,Manual,Second Owner,10
180000,70000,Petrol,Individual,Manual,Third Owner,12
346000,37516,Diesel,Individual,Manual,First Owner,6
450000,20000,Diesel,Individual,Manual,First Owner,5
500000,5000,Petrol,Individual,Manual,First Owner,1
700000,8000,Diesel,Individual,Manual,First Owner,1
280000,25880,Petrol,Individual,Manual,First Owner,1
475000,10000,Petrol,Individual,Automatic,First Owner,1
300000,50000,Diesel,Individual,Manual,First Owner,11
200999,40000,Petrol,Individual,Manual,First Owner,6
200000,100000,Diesel,Individual,Manual,Third Owner,11
210000,80000,Petrol,Individual,Manual,Second Owner,11
160000,110000,Diesel,Individual,Manual,First Owner,8
175000,136000,Diesel,Individual,Manual,Second Owner,11
320000,80000,Diesel,Individual,Manual,First Owner,8
110000,50000,Petrol,Individual,Manual,Second Owner,11
300000,30000,Petrol,Individual,Manual,First Owner,12
700000,10000,Petrol,Individual,Manual,First Owner,8
135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,11
500000,110000,Diesel,Individual,Manual,First Owner,5
550000,120000,Diesel,Individual,Manual,Second Owner,8
1050000,90000,Diesel,Individual,Manual,Third Owner,6
500000,20000,Petrol,Individual,Manual,First Owner,4
180000,90000,Diesel,Individual,Manual,Second Owner,9
170000,50000,Petrol,Individual,Manual,Second Owner,10
484999,9000,Petrol,Individual,Manual,First Owner,1
150000,70000,Petrol,Individual,Manual,Second Owner,9
380000,25000,Petrol,Individual,Manual,First Owner,2
480000,10000,Petrol,Individual,Manual,First Owner,1
290000,60000,Diesel,Individual,Manual,Second Owner,9
